mediadive_id	name	complex_medium	source	link	min_pH	max_pH	reference	description	solutions	ingredents
mediadive.medium:40	PFENNIG'S MEDIUM II WITH SALT	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium40.pdf					{60: 'Main sol. 40', 37: 'Main sol. 29', 38: 'Solution A', 39: 'Solution B', 40: 'Solution C', 41: 'Solution D', 42: 'Solution E', 43: 'Solution F'}	{'Main sol. 29': 'mediadive.solution:37', 'NaCl': 'CHEBI:26710', 'Solution A': 'mediadive.solution:38', 'Solution B': 'mediadive.solution:39', 'Solution C': 'mediadive.solution:40', 'Solution D': 'mediadive.solution:41', 'Solution E': 'mediadive.solution:42', 'Solution F': 'mediadive.solution:43', 'CaCl2 x 2 H2O': 'CHEBI:86158', 'Yeast extract': 'CAS-RN:8013-01-2', 'Distilled water': 'CHEBI:15377', 'NaHCO3': 'CHEBI:32139', 'H2O': 'CHEBI:15377', 'Resazurin': 'CHEBI:8806', 'Ammonium chloride': 'CHEBI:31206', 'Ammonium acetate': 'CHEBI:62947', 'Pyruvic acid sodium salt': 'CHEBI:113246', 'Dextrose': 'CHEBI:4167', 'MgSO4 x 7 H2O': 'CHEBI:31795', 'KCl': 'CHEBI:32588', 'KH2PO4': 'CHEBI:63036', 'Trace element solution SL-10 B': 'mediadive.solution:5536', 'Vitamin B12': 'CHEBI:17439'}
mediadive.medium:43	PFENNIG'S MEDIUM I WITH SALT	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium43.pdf	7.1	7.3			"{61: 'Main sol. 43', 26: 'Main sol. 28', 27: 'Solution A', 28: 'Sulfide solution, 1.5%', 29: 'Bicarbonate solution', 30: 'Resazurin solution', 31: ""Pfennig's heterotrophic salts solution"", 32: 'Vitamin B12 solution', 34: 'Neutralized sulfide solution 3% (w/v)'}"	"{'Main sol. 28': 'mediadive.solution:26', 'NaCl': 'CHEBI:26710', 'Solution A': 'mediadive.solution:27', 'Resazurin solution': 'mediadive.solution:30', 'Bicarbonate solution': 'mediadive.solution:29', ""Pfennig's heterotrophic salts solution"": 'mediadive.solution:31', 'Sulfide solution, 1.5%': 'mediadive.solution:28', 'Vitamin B12 solution': 'mediadive.solution:32', 'Neutralized sulfide solution 3% (w/v)': 'mediadive.solution:34', 'CaCl2 x 2 H2O': 'CHEBI:86158', 'Yeast extract': 'CAS-RN:8013-01-2', 'Distilled water': 'CHEBI:15377', 'Na2S x 9 H2O': 'CHEBI:76209', 'NaHCO3': 'CHEBI:32139', 'H2O': 'CHEBI:15377', 'Resazurin': 'CHEBI:8806', 'Ammonium chloride': 'CHEBI:31206', 'Ammonium acetate': 'CHEBI:62947', 'Pyruvic acid sodium salt': 'CHEBI:113246', 'Dextrose': 'CHEBI:4167', 'MgSO4 x 7 H2O': 'CHEBI:31795', 'KCl': 'CHEBI:32588', 'KH2PO4': 'CHEBI:63036', 'Trace element solution SL-12 B': 'mediadive.solution:33', 'Vitamin B12': 'CHEBI:17439'}"
mediadive.medium:44	RHODOCYCLUS PURPUREUS MEDIUM	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium44.pdf				same as Medium 27	{62: 'Main sol. 44'}	{}
mediadive.medium:46	PFENNIG'S MEDIUM I WITH SALT	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium46.pdf	7.1	7.3			"{63: 'Main sol. 46', 26: 'Main sol. 28', 27: 'Solution A', 28: 'Sulfide solution, 1.5%', 29: 'Bicarbonate solution', 30: 'Resazurin solution', 31: ""Pfennig's heterotrophic salts solution"", 32: 'Vitamin B12 solution', 34: 'Neutralized sulfide solution 3% (w/v)'}"	"{'Main sol. 28': 'mediadive.solution:26', 'NaCl': 'CHEBI:26710', 'Solution A': 'mediadive.solution:27', 'Resazurin solution': 'mediadive.solution:30', 'Bicarbonate solution': 'mediadive.solution:29', ""Pfennig's heterotrophic salts solution"": 'mediadive.solution:31', 'Sulfide solution, 1.5%': 'mediadive.solution:28', 'Vitamin B12 solution': 'mediadive.solution:32', 'Neutralized sulfide solution 3% (w/v)': 'mediadive.solution:34', 'CaCl2 x 2 H2O': 'CHEBI:86158', 'Yeast extract': 'CAS-RN:8013-01-2', 'Distilled water': 'CHEBI:15377', 'Na2S x 9 H2O': 'CHEBI:76209', 'NaHCO3': 'CHEBI:32139', 'H2O': 'CHEBI:15377', 'Resazurin': 'CHEBI:8806', 'Ammonium chloride': 'CHEBI:31206', 'Ammonium acetate': 'CHEBI:62947', 'Pyruvic acid sodium salt': 'CHEBI:113246', 'Dextrose': 'CHEBI:4167', 'MgSO4 x 7 H2O': 'CHEBI:31795', 'KCl': 'CHEBI:32588', 'KH2PO4': 'CHEBI:63036', 'Trace element solution SL-12 B': 'mediadive.solution:33', 'Vitamin B12': 'CHEBI:17439'}"
mediadive.medium:48	TRYPTONE THIOGLYCOLATE MEDIUM	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium48.pdf	7.5	7.5			{64: 'Main sol. 48'}	{'K2HPO4': 'CHEBI:131527', 'KH2PO4': 'CHEBI:63036', 'MgSO4 x 7 H2O': 'CHEBI:31795', 'CaCl2 x 2 H2O': 'CHEBI:86158', 'FeSO4 x 7 H2O': 'CHEBI:75836', 'MnCl2 x 4 H2O': 'CHEBI:86368', 'CoCl2 x 6 H2O': 'CHEBI:35696', 'Na2MoO4 x 2 H2O': 'CHEBI:75213', 'Glucose': 'CHEBI:17234', 'Peptone': 'CAS-RN:73049-73-7', 'Tryptone': 'CAS-RN:91079-40-2', 'Yeast extract': 'CAS-RN:8013-01-2', 'Na-thioglycolate': 'CHEBI:86481', 'Distilled water': 'CHEBI:15377'}
mediadive.medium:49	C/10 MEDIUM	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium49.pdf	7.2	7.2			{65: 'Main sol. 49'}	{'Casitone': 'CAS-RN:65072-00-6', 'CaCl2 x 2 H2O': 'CHEBI:86158', 'Agar': 'CHEBI:2509', 'Distilled water': 'CHEBI:15377'}
mediadive.medium:51	SPHAEROTILUS MEDIUM	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium51.pdf	7	7			{66: 'Main sol. 51'}	{'Beef extract': 'mediadive.ingredient:85', 'Agar': 'CHEBI:2509', 'Distilled water': 'CHEBI:15377'}
mediadive.medium:52	CLOSTRIDIUM KLUYVERI MEDIUM	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium52.pdf	6.8	7			{67: 'Main sol. 52', 595: 'Trace element solution SL-10', 777: 'Selenite-tungstate solution', 1038: 'Seven vitamins solution'}	{'K-acetate': 'CHEBI:32029', 'K2HPO4': 'CHEBI:131527', 'KH2PO4': 'CHEBI:63036', 'NH4Cl': 'CHEBI:31206', 'MgSO4 x 7 H2O': 'CHEBI:31795', 'Trace element solution SL-10': 'mediadive.solution:595', 'Selenite-tungstate solution': 'mediadive.solution:777', 'Yeast extract': 'CAS-RN:8013-01-2', 'Sodium resazurin': 'CAS-RN:62758-13-8', 'Ethanol absolute': 'CHEBI:64175', 'Na2CO3': 'CHEBI:29377', 'Seven vitamins solution': 'mediadive.solution:1038', 'L-Cysteine HCl x H2O': 'CHEBI:91248', 'Na2S x 9 H2O': 'CHEBI:76209', 'Distilled water': 'CHEBI:15377', 'HCl': 'CHEBI:17883', 'FeCl2 x 4 H2O': 'CHEBI:86249', 'ZnCl2': 'CHEBI:49976', 'MnCl2 x 4 H2O': 'CHEBI:86368', 'H3BO3': 'CHEBI:33118', 'CoCl2 x 6 H2O': 'CHEBI:35696', 'CuCl2 x 2 H2O': 'CHEBI:86318', 'NiCl2 x 6 H2O': 'CHEBI:34887', 'Na2MoO4 x 2 H2O': 'CHEBI:75213', 'NaOH': 'CHEBI:32145', 'Na2SeO3 x 5 H2O': 'CHEBI:131361', 'Na2WO4 x 2 H2O': 'CHEBI:63939', 'Vitamin B12': 'CHEBI:17439', 'p-Aminobenzoic acid': 'CHEBI:30753', 'D-(+)-biotin': 'CHEBI:15956', 'Nicotinic acid': 'CHEBI:15940', 'Calcium pantothenate': 'CHEBI:31345', 'Pyridoxine hydrochloride': 'CHEBI:30961', 'Thiamine-HCl x 2 H2O': 'CHEBI:132751'}
mediadive.medium:53	CORYNEBACTERIUM AGAR	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium53.pdf	7.2	7.4			{68: 'Main sol. 53'}	{'Casein peptone': 'CAS-RN:91079-40-2', 'Yeast extract': 'CAS-RN:8013-01-2', 'Glucose': 'CHEBI:17234', 'NaCl': 'CHEBI:26710', 'Agar': 'CHEBI:2509', 'Distilled water': 'CHEBI:15377'}
mediadive.medium:54	GLUCOSE YEAST EXTRACT MEDIUM	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium54.pdf					{69: 'Main sol. 54'}	{'Glucose': 'CHEBI:17234', 'Yeast extract': 'CAS-RN:8013-01-2', 'CaCO3': 'CHEBI:3311', 'Distilled water': 'CHEBI:15377', 'Agar': 'CHEBI:2509'}
mediadive.medium:54a	REACTIVATION WITH LIQUID MEDIUM 545	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium54a.pdf	7.3	7.3			{70: 'Main sol. 54a', 71: '54. GLUCOSE YEAST EXTRACT AGAR', 72: '545. TRYPTONE SOYA BROTH (TSB)'}	{'54. GLUCOSE YEAST EXTRACT AGAR': 'mediadive.solution:71', '545. TRYPTONE SOYA BROTH (TSB)': 'mediadive.solution:72', 'Glucose': 'CHEBI:17234', 'Yeast extract': 'CAS-RN:8013-01-2', 'CaCO3': 'CHEBI:3311', 'Agar': 'CHEBI:2509', 'Distilled water': 'CHEBI:15377', 'Casein peptone': 'CAS-RN:91079-40-2', 'Soy peptone': 'CAS-RN:91079-46-8', 'D(+)-Glucose': 'CHEBI:17634', 'NaCl': 'CHEBI:26710', 'K2HPO4': 'CHEBI:131527'}
mediadive.medium:54b	CLOSTRIDIUM SP. MEDIUM	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium54b.pdf					{73: 'Main sol. 54b'}	{'Glucose': 'CHEBI:17234', 'Yeast extract': 'CAS-RN:8013-01-2', 'CaCO3': 'CHEBI:3311', 'Agar': 'CHEBI:2509', 'Distilled water': 'CHEBI:15377'}
mediadive.medium:55	FRUCTOSE MINERAL MEDIUM	0	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium55.pdf					{74: 'Main sol. 55', 75: 'Solution A', 76: 'Solution B', 77: 'Solution C', 25: 'Trace element solution SL-6'}	{'Solution A': 'mediadive.solution:75', 'Solution B': 'mediadive.solution:76', 'Solution C': 'mediadive.solution:77', 'Agar': 'CHEBI:2509', 'Na2HPO4 x 12 H2O': 'CHEBI:34683', 'KH2PO4': 'CHEBI:63036', 'NH4Cl': 'CHEBI:31206', 'MgSO4 x 7 H2O': 'CHEBI:31795', 'Trace element solution SL-6': 'mediadive.solution:25', 'Distilled water': 'CHEBI:15377', 'CaCl2 x 2 H2O': 'CHEBI:86158', 'Ferric ammonium citrate': 'CHEBI:31604', 'Fructose': 'CHEBI:28757', 'ZnSO4 x 7 H2O': 'CHEBI:32312', 'MnCl2 x 4 H2O': 'CHEBI:86368', 'H3BO3': 'CHEBI:33118', 'CoCl2 x 6 H2O': 'CHEBI:35696', 'CuCl2 x 2 H2O': 'CHEBI:86318', 'NiCl2 x 6 H2O': 'CHEBI:34887', 'Na2MoO4 x 2 H2O': 'CHEBI:75213'}
mediadive.medium:56	TRYPTICASE STARCH AGAR	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium56.pdf					{78: 'Main sol. 56'}	{'Trypticase soy broth': 'mediadive.ingredient:99', 'Yeast extract': 'CAS-RN:8013-01-2', 'Starch': 'CHEBI:28017', 'Agar': 'CHEBI:2509', 'Distilled water': 'CHEBI:15377'}
mediadive.medium:57	AAM MEDIUM	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium57.pdf	5.4	5.4			{79: 'Main sol. 57'}	{'Tryptone': 'CAS-RN:91079-40-2', 'Meat extract': 'mediadive.ingredient:2', 'Yeast extract': 'CAS-RN:8013-01-2', 'Tween 80': 'CHEBI:53426', 'Na-acetate': 'CHEBI:32954', 'MgSO4 x 7 H2O': 'CHEBI:31795', 'MnSO4 x H2O': 'CHEBI:86364', 'Casamino acids': 'mediadive.ingredient:101', 'Distilled water': 'CHEBI:15377'}
mediadive.medium:58	BIFIDOBACTERIUM MEDIUM	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium58.pdf	6.8	6.8			{80: 'Main sol. 58', 5553: 'Salt solution'}	{'Casein peptone': 'CAS-RN:91079-40-2', 'Yeast extract': 'CAS-RN:8013-01-2', 'Meat extract': 'mediadive.ingredient:2', 'Bacto Soytone': 'mediadive.ingredient:102', 'Glucose': 'CHEBI:17234', 'K2HPO4': 'CHEBI:131527', 'MgSO4 x 7 H2O': 'CHEBI:31795', 'MnSO4 x H2O': 'CHEBI:86364', 'Tween 80': 'CHEBI:53426', 'NaCl': 'CHEBI:26710', 'L-Cysteine HCl x H2O': 'CHEBI:91248', 'Salt solution': 'mediadive.solution:5553', 'Resazurin': 'CHEBI:8806', 'Distilled water': 'CHEBI:15377', 'CaCl2 x 2 H2O': 'CHEBI:86158', 'KH2PO4': 'CHEBI:63036', 'NaHCO3': 'CHEBI:32139'}
mediadive.medium:59	LEUCONOSTOC OENOS MEDIUM	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium59.pdf	4.8	4.8			{81: 'Main sol. 59'}	{'Casein peptone': 'CAS-RN:91079-40-2', 'Yeast extract': 'CAS-RN:8013-01-2', 'Glucose': 'CHEBI:17234', 'Fructose': 'CHEBI:28757', 'MgSO4 x 7 H2O': 'CHEBI:31795', 'MnSO4 x H2O': 'CHEBI:86364', '(NH4) citrate': 'CAS-RN:3458-72-8', 'Tween 80': 'CHEBI:53426', 'Tomato juice': 'mediadive.ingredient:105', 'L-Cysteine HCl x H2O': 'CHEBI:91248', 'Distilled water': 'CHEBI:15377'}
mediadive.medium:60	MOORELLA MEDIUM	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium60.pdf	6.9	6.9			{82: 'Main sol. 60', 83: 'Solution A', 84: 'Solution B', 85: 'Solution C', 86: 'Solution D', 87: 'Solution E', 88: 'Solution F'}	{'Solution A': 'mediadive.solution:83', 'Solution B': 'mediadive.solution:84', 'Solution C': 'mediadive.solution:85', 'Solution D': 'mediadive.solution:86', 'Solution E': 'mediadive.solution:87', 'Solution F': 'mediadive.solution:88', 'MgSO4 x 7 H2O': 'CHEBI:31795', '(NH4)2SO4': 'CHEBI:62946', 'Fe(NH4)2(SO4)2': 'CAS-RN:7783-85-9', 'Na2MoO4 x 2 H2O': 'CHEBI:75213', 'Na2SeO3 x 5 H2O': 'CHEBI:131361', 'Tryptone': 'CAS-RN:91079-40-2', 'Yeast extract': 'CAS-RN:8013-01-2', 'Sodium resazurin': 'CAS-RN:62758-13-8', 'Distilled water': 'CHEBI:15377', 'K2HPO4': 'CHEBI:131527', 'KH2PO4': 'CHEBI:63036', 'Glucose': 'CHEBI:17234', 'Na2CO3': 'CHEBI:29377', 'L-Cysteine HCl x H2O': 'CHEBI:91248', 'Na2S x 9 H2O': 'CHEBI:76209'}
mediadive.medium:61	THERMOANAEROBACTER MEDIUM	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium61.pdf	6.8	7.5			{89: 'Main sol. 61'}	{'Tryptone': 'CAS-RN:91079-40-2', 'Yeast extract': 'CAS-RN:8013-01-2', 'FeSO4 x 7 H2O': 'CHEBI:75836', 'Sodium resazurin': 'CAS-RN:62758-13-8', 'Sucrose': 'CHEBI:17992', 'Na2SO3': 'CHEBI:86477', 'Na2S2O3 x 5 H2O': 'CHEBI:32150', 'Distilled water': 'CHEBI:15377'}
mediadive.medium:63	DESULFOVIBRIO (POSTGATE) MEDIUM	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium63.pdf	6.8	7			{90: 'Main sol. 63', 91: 'Solution A', 92: 'Solution B', 93: 'Solution C'}	{'Solution A': 'mediadive.solution:91', 'Solution B': 'mediadive.solution:92', 'Solution C': 'mediadive.solution:93', 'K2HPO4': 'CHEBI:131527', 'NH4Cl': 'CHEBI:31206', 'Na2SO4': 'CHEBI:32149', 'CaCl2 x 2 H2O': 'CHEBI:86158', 'MgSO4 x 7 H2O': 'CHEBI:31795', 'Na-DL-lactate': 'CHEBI:75228', 'Yeast extract': 'CAS-RN:8013-01-2', 'Sodium resazurin': 'CAS-RN:62758-13-8', 'Distilled water': 'CHEBI:15377', 'FeSO4 x 7 H2O': 'CHEBI:75836', 'Na-thioglycolate': 'CHEBI:86481', 'Ascorbic acid': 'CHEBI:22652'}
mediadive.medium:63a	DESULFOTOMACULUM (14.5) MEDIUM	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium63a.pdf	6.8	7			{94: 'Main sol. 63a', 95: 'Solution A', 96: 'Solution B', 97: 'Solution C'}	{'Solution A': 'mediadive.solution:95', 'Solution B': 'mediadive.solution:96', 'Solution C': 'mediadive.solution:97', 'K2HPO4': 'CHEBI:131527', 'NH4Cl': 'CHEBI:31206', 'Na2SO4': 'CHEBI:32149', 'CaCl2 x 2 H2O': 'CHEBI:86158', 'MgSO4 x 7 H2O': 'CHEBI:31795', 'Na-acetate': 'CHEBI:32954', 'Na-pyruvate': 'CHEBI:50144', 'Yeast extract': 'CAS-RN:8013-01-2', 'Sodium resazurin': 'CAS-RN:62758-13-8', 'Distilled water': 'CHEBI:15377', 'FeSO4 x 7 H2O': 'CHEBI:75836', 'Na-thioglycolate': 'CHEBI:86481', 'Ascorbic acid': 'CHEBI:22652'}
mediadive.medium:63b	DESULFOVIBRIO MEDIUM (SEAWATER)	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium63b.pdf	6.8	7			{98: 'Main sol. 63b', 99: 'Solution A', 100: 'Solution B', 101: 'Solution C'}	{'Solution A': 'mediadive.solution:99', 'Solution B': 'mediadive.solution:100', 'Solution C': 'mediadive.solution:101', 'K2HPO4': 'CHEBI:131527', 'NH4Cl': 'CHEBI:31206', 'Na2SO4': 'CHEBI:32149', 'CaCl2 x 2 H2O': 'CHEBI:86158', 'MgSO4 x 7 H2O': 'CHEBI:31795', 'Na-DL-lactate': 'CHEBI:75228', 'Yeast extract': 'CAS-RN:8013-01-2', 'Sodium resazurin': 'CAS-RN:62758-13-8', 'Sea water': 'mediadive.ingredient:286', 'FeSO4 x 7 H2O': 'CHEBI:75836', 'Distilled water': 'CHEBI:15377', 'Na-thioglycolate': 'CHEBI:86481', 'Ascorbic acid': 'CHEBI:22652'}
mediadive.medium:63c	DESULFOVIBRIO MEDIUM (CHOLINE)	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium63c.pdf	6.8	7			{102: 'Main sol. 63c', 103: 'Solution A', 104: 'Solution B', 105: 'Solution C'}	{'Solution A': 'mediadive.solution:103', 'Solution B': 'mediadive.solution:104', 'Solution C': 'mediadive.solution:105', 'K2HPO4': 'CHEBI:131527', 'NH4Cl': 'CHEBI:31206', 'Na2SO4': 'CHEBI:32149', 'CaCl2 x 2 H2O': 'CHEBI:86158', 'MgSO4 x 7 H2O': 'CHEBI:31795', 'Choline chloride': 'CHEBI:133341', 'Yeast extract': 'CAS-RN:8013-01-2', 'Sodium resazurin': 'CAS-RN:62758-13-8', 'Distilled water': 'CHEBI:15377', 'FeSO4 x 7 H2O': 'CHEBI:75836', 'Na-thioglycolate': 'CHEBI:86481', 'Ascorbic acid': 'CHEBI:22652'}
mediadive.medium:65	GYM STREPTOMYCES MEDIUM	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium65.pdf	7.2	7.2			{106: 'Main sol. 65'}	{'Glucose': 'CHEBI:17234', 'Yeast extract': 'CAS-RN:8013-01-2', 'Malt extract': 'CAS-RN:8002-48-0', 'CaCO3': 'CHEBI:3311', 'Agar': 'CHEBI:2509', 'Distilled water': 'CHEBI:15377'}
mediadive.medium:67	CY-AGAR	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium67.pdf	7.2	7.2			{107: 'Main sol. 67'}	{'Casitone': 'CAS-RN:65072-00-6', 'CaCl2 x 2 H2O': 'CHEBI:86158', 'Yeast extract': 'CAS-RN:8013-01-2', 'Agar': 'CHEBI:2509', 'Distilled water': 'CHEBI:15377'}
mediadive.medium:68	HALOTHIOBACILLUS NEAPOLITANUS MEDIUM	0	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium68.pdf	6.6	7			{108: 'Main sol. 68', 114: 'Trace element solution (Vishniac and Santer, 1957)'}	{'KH2PO4': 'CHEBI:63036', 'K2HPO4': 'CHEBI:131527', 'MgSO4 x 7 H2O': 'CHEBI:31795', 'NH4Cl': 'CHEBI:31206', 'Trace element solution (Vishniac and Santer, 1957)': 'mediadive.solution:114', 'Bromocresol purple': 'CHEBI:86154', 'Agar': 'CHEBI:2509', 'Na2S2O3 x 5 H2O': 'CHEBI:32150', 'Distilled water': 'CHEBI:15377', 'Na2-EDTA': 'CHEBI:64734', 'ZnSO4 x 7 H2O': 'CHEBI:32312', 'CaCl2 x 2 H2O': 'CHEBI:86158', 'MnCl2 x 4 H2O': 'CHEBI:86368', 'FeSO4 x 7 H2O': 'CHEBI:75836', '(NH4)6Mo7O24 x 4 H2O': 'CAS-RN:12054-85-2', 'CuSO4 x 5 H2O': 'CHEBI:31440', 'CoCl2 x 6 H2O': 'CHEBI:35696'}
mediadive.medium:69	STARKEYA NOVELLA MEDIUM	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium69.pdf	8.5	8.5			{109: 'Main sol. 69', 110: 'Solution A', 111: 'Solution B', 112: 'Solution C', 113: 'Solution D', 114: 'Trace element solution (Vishniac and Santer, 1957)'}	{'Solution A': 'mediadive.solution:110', 'Solution B': 'mediadive.solution:111', 'Solution C': 'mediadive.solution:112', 'Solution D': 'mediadive.solution:113', 'Na2HPO4 x 12 H2O': 'CHEBI:34683', 'KH2PO4': 'CHEBI:63036', 'NH4Cl': 'CHEBI:31206', 'Yeast extract': 'CAS-RN:8013-01-2', 'Phenol red': 'CHEBI:31991', 'Agar': 'CHEBI:2509', 'Distilled water': 'CHEBI:15377', 'MgSO4 x 7 H2O': 'CHEBI:31795', 'Trace element solution (Vishniac and Santer, 1957)': 'mediadive.solution:114', 'Na2S2O3 x 5 H2O': 'CHEBI:32150', 'Na2-EDTA': 'CHEBI:64734', 'ZnSO4 x 7 H2O': 'CHEBI:32312', 'CaCl2 x 2 H2O': 'CHEBI:86158', 'MnCl2 x 4 H2O': 'CHEBI:86368', 'FeSO4 x 7 H2O': 'CHEBI:75836', '(NH4)6Mo7O24 x 4 H2O': 'CAS-RN:12054-85-2', 'CuSO4 x 5 H2O': 'CHEBI:31440', 'CoCl2 x 6 H2O': 'CHEBI:35696'}
mediadive.medium:70	ACIDITHIOBACILLUS FERROOXIDANS MEDIUM	0	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium70.pdf	1.4	1.4			{115: 'Main sol. 70'}	{'KH2PO4': 'CHEBI:63036', 'MgSO4 x 7 H2O': 'CHEBI:31795', '(NH4)2SO4': 'CHEBI:62946', 'FeSO4 x 7 H2O': 'CHEBI:75836', 'H2SO4': 'CHEBI:26836'}
mediadive.medium:71	ACIDITHIOBACILLUS THIOOXIDANS MEDIUM	0	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium71.pdf	4.4	4.7			{116: 'Main sol. 71'}	{'KH2PO4': 'CHEBI:63036', 'MgSO4 x 7 H2O': 'CHEBI:31795', '(NH4)2SO4': 'CHEBI:62946', 'CaCl2 x 2 H2O': 'CHEBI:86158', 'Na2S2O3 x 5 H2O': 'CHEBI:32150', 'Distilled water': 'CHEBI:15377'}
mediadive.medium:73	MEDIUM FOR HALOPHILIC BACILLI	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium73.pdf	7	7			{118: 'Main sol. 73'}	{'Casamino acids': 'mediadive.ingredient:101', 'Yeast extract': 'CAS-RN:8013-01-2', 'NaCl': 'CHEBI:26710', 'Distilled water': 'CHEBI:15377'}
mediadive.medium:74	THERMUS THERMOPHILUS MEDIUM	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium74.pdf	7	7			{119: 'Main sol. 74'}	{'Yeast extract': 'CAS-RN:8013-01-2', 'Proteose peptone no. 3': 'CAS-RN:91079-38-8', 'NaCl': 'CHEBI:26710', 'Distilled water': 'CHEBI:15377'}
mediadive.medium:75	TRYPTICASE PHYTONE MEDIUM	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium75.pdf	7.3	7.3			{120: 'Main sol. 75'}	{'Trypticase peptone': 'CAS-RN:91079-40-2', 'Phytone peptone': 'mediadive.ingredient:125', 'NaCl': 'CHEBI:26710', 'K2HPO4': 'CHEBI:131527', 'Glucose': 'CHEBI:17234', 'Distilled water': 'CHEBI:15377'}
mediadive.medium:76	GOTTSCHALKIA MEDIUM	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium76.pdf	7	7.5			{121: 'Main sol. 76', 595: 'Trace element solution SL-10', 777: 'Selenite-tungstate solution'}	{'KOH': 'CHEBI:32035', 'K2HPO4': 'CHEBI:131527', 'Uric acid': 'CHEBI:27226', 'MgSO4 x 7 H2O': 'CHEBI:31795', 'CaCl2 x 2 H2O': 'CHEBI:86158', 'FeSO4 x 7 H2O': 'CHEBI:75836', 'Trace element solution SL-10': 'mediadive.solution:595', 'Selenite-tungstate solution': 'mediadive.solution:777', 'Yeast extract': 'CAS-RN:8013-01-2', 'Sodium resazurin': 'CAS-RN:62758-13-8', 'Na2CO3': 'CHEBI:29377', 'Na-thioglycolate': 'CHEBI:86481', 'Distilled water': 'CHEBI:15377', 'HCl': 'CHEBI:17883', 'FeCl2 x 4 H2O': 'CHEBI:86249', 'ZnCl2': 'CHEBI:49976', 'MnCl2 x 4 H2O': 'CHEBI:86368', 'H3BO3': 'CHEBI:33118', 'CoCl2 x 6 H2O': 'CHEBI:35696', 'CuCl2 x 2 H2O': 'CHEBI:86318', 'NiCl2 x 6 H2O': 'CHEBI:34887', 'Na2MoO4 x 2 H2O': 'CHEBI:75213', 'NaOH': 'CHEBI:32145', 'Na2SeO3 x 5 H2O': 'CHEBI:131361', 'Na2WO4 x 2 H2O': 'CHEBI:63939'}
mediadive.medium:77	LIVER BROTH (Oxoid CM 77)	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium77.pdf					{122: 'Main sol. 77'}	{}
