# curie_map:
#   CHEBI: "http://purl.obolibrary.org/obo/CHEBI_"
#   FOODON: "http://purl.obolibrary.org/obo/FOODON_"
#   UBERON: "http://purl.obolibrary.org/obo/UBERON_"
#   ENVO: "http://purl.obolibrary.org/obo/ENVO_"
#   NCIT: "http://purl.obolibrary.org/obo/NCIT_"
#   MICRO: "http://purl.obolibrary.org/obo/MICRO_"
#   mesh: "http://id.nlm.nih.gov/mesh/"
#   BTO: "http://purl.obolibrary.org/obo/BTO_"
#   kgmicrobe.compound: "https://w3id.org/kg-microbe/compound/"
#   kgmicrobe.ingredient: "https://w3id.org/kg-microbe/ingredient/"
#   cas: "https://commonchemistry.cas.org/detail?cas_rn="
#   registry: "https://w3id.org/kg-microbe/registry/"
#   MIM: "https://github.com/CultureBotAI/MediaIngredientMech/blob/main/data/ingredients/mapped/"
#   obo: "http://purl.obolibrary.org/obo/"
#   kgm: "https://w3id.org/kg-microbe/"
#   semapv: "https://w3id.org/semapv/vocab/"
#   skos: "http://www.w3.org/2004/02/skos/core#"
#   orcid: "https://orcid.org/"
#   cbclaw: "https://github.com/culturebotai/culturebotai-claw/blob/main/"
# license: "https://creativecommons.org/publicdomain/zero/1.0/"
# mapping_set_id: "https://w3id.org/sssom/mappings/culturebotai_mim_ingredient"
# mapping_set_version: "2026-09-06"
# mapping_set_description: "Canonical MediaIngredientMech → ingredient-ontology mappings (CHEBI + FOODON; UBERON/ENVO when populated). One row per mapped MIM ingredient record. Per-row object_source distinguishes ontologies. Predicate is skos:exactMatch by default; narrowMatch/broadMatch/closeMatch where residual-P2.5 triage found a specificity or symmetry difference, or where mapping_quality != EXACT_MATCH. The `source` extension column records the upstream origin (MIM evidence + kg-microbe source pipeline, CHEBI only)."
# mapping_date: "2026-09-06"
# creator_id:
#   - "orcid:0000-0001-8175-045X"
# subject_source: "MIM:ingredients"
# extension_definitions:
#   - slot_name: source
#     property: "cbclaw:provenance-source"
#     type_hint: "xsd:string"
#   - slot_name: validation_method
#     property: "cbclaw:validation-method"
#     type_hint: "xsd:string"
subject_id	subject_label	predicate_id	object_id	object_label	object_source	mapping_justification	source	mapping_date	confidence	comment	other	validation_method
MIM:14-naphthoquinone	1,4-Naphthoquinone	skos:exactMatch	CHEBI:27418	1,4-naphthoquinone	obo:chebi.owl	semapv:LexicalMatching	MIM:CultureMech|MIM:curator=refresh_occurrence_statistics|kgm:chebi_xrefs|kgm:culturebotai_reviewed|kgm:mediadive_compounds|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=auto_classify_ingredient_type]|kgm:mediaingredientmech_reviewed[curator=cbclaw_kg_microbe_sweep]|kgm:mediaingredientmech_reviewed[curator=correct_stale_ontology_labels.py]|kgm:primary_mappings[kegg_compound]	2026-08-27	0.99		1,4-NQ|1,4-Naphthalenedione|1,4-dihydro-1,4-diketonaphthalene|[1,4]naphthoquinon|alpha-naphthoquinone|naphthalene-1,4-dione|naphthoquinone|p-naphthoquinone|CAS:130-15-4	OAK+OLS:chebi|CONFIRMED|2026-07-07
MIM:15-Pentanediol	1,5-Pentanediol	skos:exactMatch	CHEBI:185431	Pentane-1,5-diol	obo:chebi.owl	semapv:ManualMappingCuration	MIM:CultureBotHT|MIM:curator=regrade_synonym_matches|kgm:chebi_xrefs|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=audit_cas_chebi_followup]|kgm:mediaingredientmech_reviewed[curator=auto_classify_ingredient_type]	2026-08-24	0.9		CAS:111-29-5	OAK+OLS:chebi|SYNONYM_ENRICH|2026-07-07
MIM:16-Hexanediamine	1,6-Hexanediamine	skos:exactMatch	cas:124-09-4	1,6-Hexanediamine	registry:cas	semapv:ManualMappingCuration	MIM:CultureBotHT|MIM:curator=strip_cas_leading_zeros	2026-08-16	0.9		CAS:124-09-4	none|UNKNOWN_TERM|2026-07-07
MIM:18-Crown-6	18-Crown-6	skos:exactMatch	CHEBI:32397	18-crown-6	obo:chebi.owl	semapv:LexicalMatching	MIM:CultureBotHT|MIM:curator=auto_classify_ingredient_type|kgm:chebi_xrefs|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=audit_integrate_culturebotht]|kgm:mediaingredientmech_reviewed[curator=auto_classify_ingredient_type]	2026-05-02	0.99		1,4,7,10,13,16-hexaoxacyclooctadecane|CAS:17455-13-9	OAK+OLS:chebi|CONFIRMED|2026-07-07
MIM:2-6-dihydroxybenzoic_Acid	2,6-dihydroxybenzoic acid	skos:exactMatch	cas:303-07-1	2-6-dihydroxybenzoic acid	registry:cas	semapv:ManualMappingCuration	MIM:CultureBotHT|MIM:curator=strip_cas_leading_zeros	2026-08-16	0.9		CAS:303-07-1	none|UNKNOWN_TERM|2026-07-07
MIM:2-Acetylpyrrole	2-Acetylpyrrole	skos:exactMatch	CHEBI:59981	2-acetylpyrrole	obo:chebi.owl	semapv:LexicalMatching	MIM:CultureBotHT|MIM:curator=auto_classify_ingredient_type|kgm:chebi_xrefs|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=audit_integrate_culturebotht]|kgm:mediaingredientmech_reviewed[curator=auto_classify_ingredient_type]	2026-05-02	0.99		CAS:1072-83-9	OAK+OLS:chebi|CONFIRMED|2026-07-07
MIM:2-Aminoethylphosphonate	2-Aminoethylphosphonate	skos:exactMatch	CHEBI:15573	(2-aminoethyl)phosphonic acid	obo:chebi.owl	semapv:ManualMappingCuration	MIM:culturemech:output/ingredient_occurrences.tsv|MIM:curator=claude_restore_culturemech_evidence|kgm:chebi_xrefs|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=claude_culturemech_residual_grounding]|kgm:primary_mappings[kegg_compound]	2026-09-06	0.99			manual:claude_culturemech_residual_grounding|CREATED|2026-08-30
MIM:2-Azetidinone	2-Azetidinone	skos:exactMatch	CHEBI:327119	azetidin-2-one	obo:chebi.owl	semapv:ManualMappingCuration	MIM:CultureBotHT|MIM:curator=regrade_synonym_matches|kgm:chebi_xrefs|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=audit_cas_chebi_followup]|kgm:mediaingredientmech_reviewed[curator=auto_classify_ingredient_type]|kgm:mediaingredientmech_reviewed[curator=regrade_synonym_matches]	2026-08-24	0.9		CAS:930-21-2	OAK+OLS:chebi|CONFIRMED|2026-07-07
MIM:2-Chlorobenzoic_acid	2-Chlorobenzoic acid	skos:exactMatch	CHEBI:30793	2-chlorobenzoic acid	obo:chebi.owl	semapv:LexicalMatching	MIM:culturemech:output/ingredient_occurrences.tsv|MIM:curator=claude_restore_culturemech_evidence|kgm:chebi_xrefs|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=claude_culturemech_residual_grounding]|kgm:primary_mappings[kegg_compound]	2026-09-06	0.99			manual:claude_culturemech_residual_grounding|CREATED|2026-08-30
MIM:2-Deoxy-D-Ribose	2-Deoxy-D-Ribose	skos:exactMatch	CHEBI:28816	2-deoxy-D-ribose	obo:chebi.owl	semapv:LexicalMatching	MIM:CultureBotHT|MIM:curator=claude_culturemech_alias_backfill|kgm:chebi_xrefs|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=audit_integrate_culturebotht]|kgm:mediaingredientmech_reviewed[curator=auto_classify_ingredient_type]|kgm:mediaingredientmech_reviewed[curator=infer_roles_from_chebi_ancestry]|kgm:mediaingredientmech_reviewed[curator=migrate_media_roles_to_facets]|kgm:primary_mappings[kegg_compound]	2026-08-30	0.99		2-deoxy-D-erythro-pentose|Deoxyribose|CAS:533-67-5	OAK+OLS:chebi|CONFIRMED|2026-07-07
MIM:2-Deoxy-D-glucose	2-Deoxy-D-glucose	skos:exactMatch	CHEBI:15866	2-deoxy-D-glucose	obo:chebi.owl	semapv:LexicalMatching	MIM:CultureBotHT|MIM:curator=migrate_media_roles_to_facets|kgm:chebi_xrefs|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=audit_integrate_culturebotht]|kgm:mediaingredientmech_reviewed[curator=auto_classify_ingredient_type]|kgm:mediaingredientmech_reviewed[curator=infer_roles_from_chebi_ancestry]|kgm:mediaingredientmech_reviewed[curator=migrate_media_roles_to_facets]|kgm:primary_mappings[kegg_compound]	2026-07-20	0.99		2-Deoxy-D-arabino-hexose|CAS:154-17-6	OAK+OLS:chebi|CONFIRMED|2026-07-07
MIM:2-Deoxy-D-ribonic_Acid_Lithium_Salt	2-Deoxy-D-ribonic acid lithium salt	skos:narrowMatch	CHEBI:86350	2-deoxy-D-ribonic acid	obo:chebi.owl	semapv:ManualMappingCuration	MIM:CultureBotHT|MIM:CHEBI via OLS (stem-substring)|MIM:curator=fix_parent_inherited_formulas|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=auto_classify_ingredient_type]|kgm:mediaingredientmech_reviewed[curator=backfill_parent_terms]	2026-08-13	0.9		lithium deoxyribonoate|2-deoxy-D-erythro-pentonic acid	OAK+OLS:chebi|SYNONYM_ENRICH|2026-07-07
MIM:2-Deoxy-D-ribonic_Acid_Lithium_Salt	2-Deoxy-D-ribonic acid lithium salt	skos:exactMatch	cas:7284-15-3	2-Deoxy-D-ribonic acid lithium salt	registry:cas	semapv:ManualMappingCuration	MIM:CultureBotHT|MIM:CHEBI via OLS (stem-substring)|MIM:curator=fix_parent_inherited_formulas|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=auto_classify_ingredient_type]|kgm:mediaingredientmech_reviewed[curator=backfill_parent_terms]	2026-08-13	0.99	Registry/identity row preserving cas:7284-15-3 alongside parent CHEBI:86350.	CAS:7284-15-3	none|UNKNOWN_TERM|2026-07-07
MIM:2-Deoxy-D-ribonic_Acid_Lithium_Salt	2-Deoxy-D-ribonic acid lithium salt	skos:exactMatch	kgmicrobe.compound:2-deoxy-d-ribonic_acid_lithium_salt	2-Deoxy-D-ribonic acid lithium salt	kgm:compound	semapv:ManualMappingCuration	MIM:CultureBotHT|MIM:CHEBI via OLS (stem-substring)|MIM:curator=fix_parent_inherited_formulas|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=auto_classify_ingredient_type]|kgm:mediaingredientmech_reviewed[curator=backfill_parent_terms]	2026-08-13	0.99	Registry/identity row (Rule B1) for narrowMatch subject; kg-microbe primary id kgmicrobe.compound:2-deoxy-d-ribonic_acid_lithium_salt alongside parent CHEBI:86350.	CAS:7284-15-3	none|UNKNOWN_TERM|2026-07-07
MIM:2-Deoxyadenosine_5-monophosphate	2-Deoxyadenosine 5-monophosphate	skos:exactMatch	CHEBI:17713	2'-deoxyadenosine 5'-monophosphate	obo:chebi.owl	semapv:ManualMappingCuration	MIM:CultureBotHT|MIM:curator=regrade_synonym_matches|kgm:chebi_xrefs|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=audit_cas_chebi_followup]|kgm:mediaingredientmech_reviewed[curator=auto_classify_ingredient_type]|kgm:primary_mappings[kegg_compound]	2026-08-24	0.9		2'-deoxy-5'-adenylic acid|CAS:653-63-4	OAK+OLS:chebi|SYNONYM_ENRICH|2026-07-07
MIM:2-Deoxyadenosine_Monohydrate	2-Deoxyadenosine monohydrate	skos:closeMatch	CHEBI:17256	2'-deoxyadenosine	obo:chebi.owl	semapv:ManualMappingCuration	MIM:CultureBotHT|MIM:anchor_cas_hydrate_records|MIM:MIM curation (#342)|MIM:curator=regrade_hydrate_to_close_match|kgm:chebi_xrefs|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=anchor_cas_hydrate_records]|kgm:primary_mappings[kegg_compound]	2026-08-13	0.9		2-deoxyadenosine|CAS:16373-93-6	OLS:chebi|SYNONYM_ENRICH|2026-09-02
MIM:2-Deoxyadenosine_Monohydrate	2-Deoxyadenosine monohydrate	skos:exactMatch	cas:16373-93-6	2-Deoxyadenosine monohydrate	registry:cas	semapv:ManualMappingCuration	MIM:CultureBotHT|MIM:anchor_cas_hydrate_records|MIM:MIM curation (#342)|MIM:curator=regrade_hydrate_to_close_match|kgm:chebi_xrefs|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=anchor_cas_hydrate_records]|kgm:primary_mappings[kegg_compound]	2026-08-13	0.99	Registry/identity row preserving cas:16373-93-6 alongside parent CHEBI:17256.	CAS:16373-93-6	none|UNKNOWN_TERM|2026-07-07
MIM:2-Deoxycytidine	2'-Deoxycytidine	skos:exactMatch	CHEBI:15698	2'-deoxycytidine	obo:chebi.owl	semapv:LexicalMatching	MIM:CultureBotHT|MIM:curator=auto_classify_ingredient_type|kgm:chebi_xrefs|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=audit_integrate_culturebotht]|kgm:mediaingredientmech_reviewed[curator=auto_classify_ingredient_type]|kgm:primary_mappings[kegg_compound]	2026-05-02	0.99		CAS:951-77-9	OAK+OLS:chebi|CONFIRMED|2026-07-07
MIM:2-Deoxycytidine_5-monophosphate	2-Deoxycytidine 5-monophosphate	skos:exactMatch	CHEBI:15918	2'-deoxycytosine 5'-monophosphate	obo:chebi.owl	semapv:ManualMappingCuration	MIM:CultureBotHT|MIM:curator=regrade_synonym_matches|kgm:chebi_xrefs|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=audit_cas_chebi_followup]|kgm:mediaingredientmech_reviewed[curator=auto_classify_ingredient_type]|kgm:mediaingredientmech_reviewed[curator=regrade_synonym_matches]|kgm:primary_mappings[kegg_compound]	2026-08-24	0.9		2'-deoxy-5'-cytidylic acid|CAS:1032-65-1	OAK+OLS:chebi|SYNONYM_ENRICH|2026-07-07
MIM:2-Ethylhexanol	2-Ethylhexanol	skos:exactMatch	CHEBI:16011	2-ethylhexan-1-ol	obo:chebi.owl	semapv:ManualMappingCuration	MIM:CultureBotHT|MIM:curator=regrade_synonym_matches|kgm:chebi_xrefs|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=audit_cas_chebi_followup]|kgm:mediaingredientmech_reviewed[curator=auto_classify_ingredient_type]|kgm:primary_mappings[kegg_compound]	2026-08-24	0.9		CAS:104-76-7	OAK+OLS:chebi|SYNONYM_ENRICH|2026-07-07
MIM:2-Furfuraldehyde	2-Furfuraldehyde	skos:exactMatch	CHEBI:34768	furfural	obo:chebi.owl	semapv:ManualMappingCuration	MIM:CultureBotHT|MIM:curator=regrade_synonym_matches|kgm:chebi_xrefs|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=audit_cas_chebi_followup]|kgm:mediaingredientmech_reviewed[curator=auto_classify_ingredient_type]|kgm:primary_mappings[kegg_compound]	2026-08-24	0.9		furan-2-carbaldehyde|CAS:98-01-1	OAK+OLS:chebi|SYNONYM_ENRICH|2026-07-07
MIM:2-Hydroxy-34-Dimethoxybenzoic_Acid	2-Hydroxy-3,4-Dimethoxybenzoic Acid	skos:exactMatch	CHEBI:184501	2-HYDROXY-3,4-DIMETHOXYBENZOIC ACID	obo:chebi.owl	semapv:LexicalMatching	MIM:CultureBotHT|MIM:curator=auto_classify_ingredient_type|kgm:chebi_xrefs|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=audit_integrate_culturebotht]|kgm:mediaingredientmech_reviewed[curator=auto_classify_ingredient_type]	2026-05-02	0.99		CAS:5653-46-3	OAK+OLS:chebi|CONFIRMED|2026-07-07
MIM:2-Hydroxybutyric_Acid_Sodium_Salt	2-Hydroxybutyric acid sodium salt	skos:narrowMatch	CHEBI:1148	2-hydroxybutyric acid	obo:chebi.owl	semapv:ManualMappingCuration	MIM:CultureBotHT|MIM:CHEBI via OLS (stem-substring)|MIM:curator=migrate_media_roles_to_facets|kgm:chebi_xrefs|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=backfill_parent_terms]|kgm:primary_mappings[kegg_compound]	2026-07-20	0.9		2-hydroxybutanoic acid	OAK+OLS:chebi|SYNONYM_ENRICH|2026-07-07
MIM:2-Hydroxybutyric_Acid_Sodium_Salt	2-Hydroxybutyric acid sodium salt	skos:exactMatch	cas:5094-24-6	2-Hydroxybutyric acid sodium salt	registry:cas	semapv:ManualMappingCuration	MIM:CultureBotHT|MIM:CHEBI via OLS (stem-substring)|MIM:curator=migrate_media_roles_to_facets|kgm:chebi_xrefs|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=backfill_parent_terms]|kgm:primary_mappings[kegg_compound]	2026-07-20	0.99	Registry/identity row preserving cas:5094-24-6 alongside parent CHEBI:1148.	CAS:5094-24-6	none|UNKNOWN_TERM|2026-07-07
MIM:2-Hydroxybutyric_Acid_Sodium_Salt	2-Hydroxybutyric acid sodium salt	skos:exactMatch	kgmicrobe.compound:2-hydroxybutyric_acid_sodium_salt	2-Hydroxybutyric acid sodium salt	kgm:compound	semapv:ManualMappingCuration	MIM:CultureBotHT|MIM:CHEBI via OLS (stem-substring)|MIM:curator=migrate_media_roles_to_facets|kgm:chebi_xrefs|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=backfill_parent_terms]|kgm:primary_mappings[kegg_compound]	2026-07-20	0.99	Registry/identity row (Rule B1) for narrowMatch subject; kg-microbe primary id kgmicrobe.compound:2-hydroxybutyric_acid_sodium_salt alongside parent CHEBI:1148.	CAS:5094-24-6	none|UNKNOWN_TERM|2026-07-07
MIM:2-Hydroxypyridine	2-Hydroxypyridine	skos:exactMatch	CHEBI:16540	pyridin-2-ol	obo:chebi.owl	semapv:ManualMappingCuration	MIM:CultureBotHT|MIM:curator=regrade_synonym_matches|kgm:chebi_xrefs|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=audit_cas_chebi_followup]|kgm:mediaingredientmech_reviewed[curator=auto_classify_ingredient_type]|kgm:mediaingredientmech_reviewed[curator=regrade_synonym_matches]|kgm:primary_mappings[kegg_compound]	2026-08-24	0.9		CAS:142-08-5	OAK+OLS:chebi|CONFIRMED|2026-07-07
MIM:2-Keto-D-gluconic_Acid_Hemicalcium_Salt_Hydrate	2-Keto-D-gluconic acid hemicalcium salt hydrate	skos:closeMatch	CHEBI:27469	2-dehydro-D-gluconic acid	obo:chebi.owl	semapv:ManualMappingCuration	MIM:CultureBotHT|MIM:anchor_cas_hydrate_records|MIM:MIM curation (#342)|MIM:curator=regrade_hydrate_to_close_match|kgm:chebi_xrefs|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=anchor_cas_hydrate_records]|kgm:metatraits_chemical_synonyms[manual_2026-04-07]|kgm:primary_mappings[kegg_compound]	2026-08-13	0.9		2-Keto-D-gluconic acid hemicalcium salt monohydrate|CAS:1040352-40-6	OLS:chebi|SYNONYM_ENRICH|2026-09-02
MIM:2-Keto-D-gluconic_Acid_Hemicalcium_Salt_Hydrate	2-Keto-D-gluconic acid hemicalcium salt hydrate	skos:exactMatch	cas:1040352-40-6	2-Keto-D-gluconic acid hemicalcium salt hydrate	registry:cas	semapv:ManualMappingCuration	MIM:CultureBotHT|MIM:anchor_cas_hydrate_records|MIM:MIM curation (#342)|MIM:curator=regrade_hydrate_to_close_match|kgm:chebi_xrefs|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=anchor_cas_hydrate_records]|kgm:metatraits_chemical_synonyms[manual_2026-04-07]|kgm:primary_mappings[kegg_compound]	2026-08-13	0.99	Registry/identity row preserving cas:1040352-40-6 alongside parent CHEBI:27469.	CAS:1040352-40-6	none|UNKNOWN_TERM|2026-07-07
MIM:2-Keto-D-gluconic_Acid_Hemicalcium_Salt_Monohydrate	2-Keto-D-gluconic acid hemicalcium salt monohydrate	skos:closeMatch	CHEBI:27469	2-dehydro-D-gluconic acid	obo:chebi.owl	semapv:ManualMappingCuration	MIM:CultureBotHT|MIM:anchor_cas_hydrate_records|MIM:MIM curation (#342)|MIM:curator=regrade_hydrate_to_close_match|kgm:chebi_xrefs|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=anchor_cas_hydrate_records]|kgm:metatraits_chemical_synonyms[manual_2026-04-07]|kgm:primary_mappings[kegg_compound]	2026-08-13	0.9		CAS:3470-37-9	OLS:chebi|SYNONYM_ENRICH|2026-09-02
MIM:2-Keto-D-gluconic_Acid_Hemicalcium_Salt_Monohydrate	2-Keto-D-gluconic acid hemicalcium salt monohydrate	skos:exactMatch	cas:3470-37-9	2-Keto-D-gluconic acid hemicalcium salt monohydrate	registry:cas	semapv:ManualMappingCuration	MIM:CultureBotHT|MIM:anchor_cas_hydrate_records|MIM:MIM curation (#342)|MIM:curator=regrade_hydrate_to_close_match|kgm:chebi_xrefs|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=anchor_cas_hydrate_records]|kgm:metatraits_chemical_synonyms[manual_2026-04-07]|kgm:primary_mappings[kegg_compound]	2026-08-13	0.99	Registry/identity row preserving cas:3470-37-9 alongside parent CHEBI:27469.	CAS:3470-37-9	none|UNKNOWN_TERM|2026-07-07
MIM:2-Mercaptopyridine_N-oxide_Sodium_Salt	2-Mercaptopyridine N-oxide sodium salt	skos:exactMatch	CHEBI:201738	2-Mercaptopyridine N-oxide sodium salt	obo:chebi.owl	semapv:LexicalMatching	MIM:CultureBotHT|MIM:curator=auto_classify_ingredient_type|kgm:chebi_xrefs|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=audit_integrate_culturebotht]|kgm:mediaingredientmech_reviewed[curator=auto_classify_ingredient_type]	2026-05-02	0.99		sodium;1-oxidopyridine-2-thione|CAS:3811-73-2	OAK+OLS:chebi|CONFIRMED|2026-07-07
MIM:2-Nitrophenol	2-Nitrophenol	skos:exactMatch	CHEBI:16260	2-nitrophenol	obo:chebi.owl	semapv:LexicalMatching	MIM:culturemech:output/ingredient_occurrences.tsv|MIM:curator=claude_restore_culturemech_evidence|kgm:chebi_xrefs|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=claude_culturemech_residual_grounding]|kgm:primary_mappings[kegg_compound]	2026-09-06	0.99			manual:claude_culturemech_residual_grounding|CREATED|2026-08-30
MIM:2-Piperidinone	2-Piperidinone	skos:exactMatch	CHEBI:77761	piperidin-2-one	obo:chebi.owl	semapv:ManualMappingCuration	MIM:CultureBotHT|MIM:curator=regrade_synonym_matches|kgm:chebi_xrefs|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=audit_cas_chebi_followup]|kgm:mediaingredientmech_reviewed[curator=auto_classify_ingredient_type]	2026-08-24	0.9		CAS:675-20-7	OAK+OLS:chebi|SYNONYM_ENRICH|2026-07-07
MIM:2-Sulfobenzoic_Acid	2-Sulfobenzoic acid	skos:exactMatch	mesh:C028805	2-sulfobenzoic acid	registry:mesh	semapv:LexicalMatching	MIM:MESH via OLS search (resolve_unmapped)|MIM:curator=refresh_occurrence_statistics	2026-08-27	0.99			none|UNKNOWN_TERM|2026-07-07
MIM:2-_Methylthioethanol	2-(Methylthio)ethanol	skos:exactMatch	CHEBI:63861	2-methylthioethanol	obo:chebi.owl	semapv:ManualMappingCuration	MIM:CultureBotHT|MIM:curator=regrade_synonym_matches|kgm:chebi_xrefs|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=audit_cas_chebi_followup]|kgm:mediaingredientmech_reviewed[curator=auto_classify_ingredient_type]	2026-08-24	0.9		2-(methylsulfanyl)ethanol|CAS:5271-38-5	OAK+OLS:chebi|CONFIRMED|2026-07-07
MIM:2-aminobenzoate	2-aminobenzoate	skos:exactMatch	CHEBI:16567	anthranilate	obo:chebi.owl	semapv:ManualMappingCuration	MIM:microbedecoder residual free normalized/fuzzy pass (recovered from closed PR #201) + local CHEBI verification|MIM:curator=classify_ingredient_type|kgm:chebi_xrefs|kgm:mediaingredientmech_reviewed|kgm:primary_mappings[kegg_compound]	2026-08-13	0.99			manual:promote_resolved_unmapped|PROMOTED|2026-08-04
MIM:2-aminopentanoic_Acid	2-aminopentanoic Acid	skos:exactMatch	CHEBI:19475	2-aminopentanoic acid	obo:chebi.owl	semapv:LexicalMatching	MIM:microbedecoder|MIM:curator=classify_ingredient_type|kgm:chebi_xrefs|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=classify_ingredient_type]|kgm:mediaingredientmech_reviewed[curator=review-ingredients]	2026-08-13	0.99			manual:review-ingredients|APPROVED|2026-08-04
MIM:2-bromo-2-nitro-13-propanediol	2-bromo-2-nitro-1,3-propanediol	skos:exactMatch	CHEBI:31306	Bronopol	obo:chebi.owl	semapv:ManualMappingCuration	MIM:CultureBotHT|MIM:curator=regrade_synonym_matches|kgm:chebi_xrefs|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=audit_cas_chebi_followup]|kgm:mediaingredientmech_reviewed[curator=auto_classify_ingredient_type]|kgm:primary_mappings[kegg_compound]	2026-08-24	0.9		CAS:52-51-7	OAK+OLS:chebi|SYNONYM_ENRICH|2026-07-07
MIM:2-butanolCO2	2-butanol+CO2	skos:exactMatch	kgmicrobe.ingredient:2_butanol_co2	2-butanol+CO2	kgm:ingredient	semapv:ManualMappingCuration	MIM:MIM curation (#213/#308)|MIM:curator=migrate_component_partonomy	2026-08-24	0.9			manual:move_mapped_out_of_unmapped_collection|MOVED|2026-08-15
MIM:2-chloro-4ethylamino-6-isopropylamino-135-triazine	2-chloro-4ethylamino-6-isopropylamino-1,3,5-triazine	skos:exactMatch	CHEBI:15930	atrazine	obo:chebi.owl	semapv:LexicalMatching	MIM:local kg-microbe CHEBI transform|MIM:curator=claude_culturemech_alias_backfill|kgm:chebi_xrefs|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=mediaingredientmech-agentic-curation]|kgm:primary_mappings[kegg_compound]	2026-08-30	0.99		2-chloro-4-ethylamino-6-isopropylamino-1,3,5-triazine|6-chloro-N-ethyl-N'-(propan-2-yl)-1,3,5-triazine-2,4-diamine|2-chloro-4(ethylamino)-6-(isopropylamino)-1,3,5-triazine	OAK+OLS:chebi|SYNONYM_ENRICH|2026-07-07
MIM:2-dehydro-D-gluconate	2-dehydro-D-gluconate	skos:exactMatch	CHEBI:16808	2-dehydro-D-gluconate	obo:chebi.owl	semapv:LexicalMatching	MIM:microbedecoder|MIM:curator=claude_sssom_surface_form_backfill|kgm:chebi_xrefs|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=classify_ingredient_type]|kgm:mediaingredientmech_reviewed[curator=review-ingredients]|kgm:primary_mappings[bacdive_api]|kgm:primary_mappings[chemicals_sssom]	2026-09-02	0.99		2-oxogluconate|2-Ketogluconate (2-dehydro-D-gluconate)	manual:review-ingredients|APPROVED|2026-08-04
MIM:2-deoxyadenosine	2-deoxyadenosine	skos:exactMatch	CHEBI:17256	2'-deoxyadenosine	obo:chebi.owl	semapv:LexicalMatching	MIM:microbedecoder residual free normalized/fuzzy pass (recovered from closed PR #201) + local CHEBI verification|MIM:curator=classify_ingredient_type|kgm:chebi_xrefs|kgm:mediaingredientmech_reviewed|kgm:mediaingredientmech_reviewed[curator=anchor_cas_hydrate_records]|kgm:primary_mappings[kegg_compound]	2026-08-13	0.99			manual:promote_resolved_unmapped|PROMOTED|2026-08-04
