ingredient_name	occurrence_count	chebi_id	cas_rn	kg_microbe_node_id	mim_id	culturemech_term_id	mapping_status	synonyms	example_media
MnSO4 x H2O	803	CHEBI:86364	10034-96-5	CHEBI:86364	CHEBI:86364	CHEBI:86364	MAPPED	Manganese sulfate|Manganese sulfate hydrate|Manganese sulfate monohydrate|Manganous sulfate monohydrate|MnSO4 . H2O|MnSO4 · H2O|MnSO4 ⋅ H2O|MnSO4.H2O|MnSO4·H2O|MnSO4⋅H2O|manganese(2+) sulfate monohydrate|manganese(2+) sulfate--water (1/1)|manganese(2+) sulphate monohydrate|manganese(II) sulfate monohydrate|manganese(II) sulphate monohydrate	CultureMech:000274; CultureMech:000263; CultureMech:000254
CoSO4 x 7 H2O	727	CHEBI:91244	10124-43-3	CHEBI:53470	CHEBI:53470	CHEBI:91244	MAPPED	CoSO4 . 7H2O|CoSO4 ⋅ 7H2O|CoSO4.7H2O|CoSO4·7H2O|CoSO4・7H2O|cobalt(2+) sulfate	CultureMech:000042; CultureMech:000065; CultureMech:000068
Meat extract	719				FOODON:03315424	FOODON:03315424	MAPPED		CultureMech:000258; CultureMech:002131; CultureMech:002130
Carbon dioxide gas	709	CHEBI:16526			CHEBI:16526	CHEBI:16526	MAPPED	CO(2)|CO2|Carbon dioxide|E 290|E-290|E290|R-744|[CO2]|carbon dioxide|carbonic anhydride|dioxidocarbon|methanedione	CultureMech:009318; CultureMech:007513; CultureMech:007516
Tryptone	673				MICRO:0000182	MICRO:0000182	MAPPED	tryptone	CultureMech:000070; CultureMech:000071; CultureMech:000080
Casein peptone	645				FOODON:03315719		MAPPED	Acid-hydrolyzed casein|Casein Enzymic Hydrolysate|Casein enzymic hydrolysate|Casein hydrolysate|Casein hydrolysate (NZ Case TT, Quest International)|Casein peptone, tryptic digest|Casein peptone, tryptic digested|Caseine peptone|Enzymatic digest of casein|Pancreatic Digest of Casein|Pancreatic Digest of Casein (Hardy C6530)|Peptone from casein|casein hydrolysate|casein hydrolyzate acid|mammalian milk protein (hydrolyzed)	CultureMech:000258; CultureMech:002502; CultureMech:002562
Na2HPO4	638	CHEBI:34683	7782-85-6	CHEBI:34683	CHEBI:34683	CHEBI:34683	MAPPED	Na2HPO4 . 12H2O|Na2HPO4 x 12 H2O|Na2HPO4 x 2 H2O|Na2HPO4 x 2H2O|Na2HPO4 x 3 H2O|Na2HPO4 x 6 H2O|Na2HPO4 x H2O|Na2HPO4 x2 H2O|Na2HPO4.12H2O|Na2HPO4.7H2O|Na2HPO4·12H2O|Na2HPO4•7H2O|disodium hydrogenphosphate	CultureMech:000038; CultureMech:000050; CultureMech:000043
Lipoic acid	600	CHEBI:16494	1077-28-7	CHEBI:16494	CHEBI:16494	CHEBI:16494	MAPPED	1,2-dithiolane-3-pentanoic acid|1,2-dithiolane-3-valeric acid|5-(1,2-dithiolan-3-yl)pentanoic acid|5-(1,2-dithiolan-3-yl)valeric acid|5-(dithiolan-3-yl)valeric acid|5-[3-(1,2-dithiolanyl)]pentanoic acid|6,8-thioctic acid|6,8-thiotic acid|6-thioctic acid|6-thiotic acid|Acetate-replacing factor|Biletan|DL-6,8-thioctic acid|DL-alpha-lipoic acid|Lipoate|Lipoic acid|Thioctansaeure|Thioctsaeure|Thioktsaeure|alpha-Liponsaeure|alpha-lipoic acid|lipoic acid|liponic acid	CultureMech:000302; CultureMech:000285; CultureMech:000288
D-Glucose	589	CHEBI:17634	50-99-7		CHEBI:17634	CHEBI:17634	MAPPED	D(+)-Glucose|D-(+)-glucose|D-gluco-hexose|Traubenzucker	CultureMech:000279; CultureMech:003953; CultureMech:009314
Thiamine-HCl x 2 H2O	579	CHEBI:132751	13465-05-9		CHEBI:132751	CHEBI:132751	MAPPED	3-[(4-amino-2-methylpyrimidin-5-yl)methyl]-5-(2-hydroxyethyl)-4-methyl-1,3-thiazol-3-ium chloride hydrochloride--water (1/2)|3-[(4-azaniumyl-2-methylpyrimidin-5-yl)methyl]-5-(2-hydroxyethyl)-4-methyl-1,3-thiazol-3-ium chloride--water (1/2)|Thiamine-HCl·2H2O|thiamine chloride hydrochloride dihydrate|thiamine dichloride dihydrate|thiamine hydrochloride dihydrate|thiamine(2+) dichloride dihydrate	CultureMech:000297; CultureMech:000265; CultureMech:000244
CaCl2・2H2O	571	CHEBI:86158	10035-04-8	CHEBI:86158	CHEBI:86158	CHEBI:86158	MAPPED	CaCl 2 X 2 H2O|CaCl2  x 2 H2O|CaCl2 . 2H2O|CaCl2 x  2 H2O|CaCl2 x 2 H2O (0.1% w/v)|CaCl2 x 2 H2O (50 g/l stock solution)|CaCl2 x 2 H2O (5M)|CaCl2 x 2 H2O solution (7%)|CaCl2 x 2H2O|CaCl2 x2H2O|CaCl2 · 2H2O|CaCl2. 2H2O|CaCl2.2H2O|CaCl2x 2H2O|CaCl2x2H2O|CaCl2·2H2O|CaCl2•2H2O|CaCl2•2H2O (Sigma C-3881)|CaCl2•2H2O(CAS: 10035-04-8)|CaCl2•2H2O(Sigma C-3881)|Calcium chloride dihydrate|calcium chloride dihydrate|calcium chloride--water (1/2)	CultureMech:007513; CultureMech:007516; CultureMech:007519
N2	557	CHEBI:17997			CHEBI:17997	CHEBI:17997	MAPPED	#N2|N#N|N(2)|N2|Nitrogen|Nitrogen (gas)|dinitrogen|molecular nitrogen	CultureMech:009314; CultureMech:007522; CultureMech:007528
AlK(SO4)2 x 12 H2O	547	CHEBI:86465	7784-24-9		CHEBI:86465	CHEBI:86465	MAPPED	AlK(SO4)2 . 12H2O|AlK(SO4)2 12H2O|AlK(SO4)2 x 12H2O|AlK(SO4)2.12H2O|AlK(SO4)2·12H2O|AlK(SO4)2・12H2O|Aluminum potassium disulfate dodecahydrate|Aluminum potassium sulfate dodecahydrate|KAl(SO4)2 . 12H2O|KAl(SO4)2 x 12 H2O|KAl(SO4)2·12H2O|KAl(SO4)2・12H2O|Kalinite|Potash alum dodecahydrate|Potassium alum dodecahydrate|Potassium aluminum disulfate dodecahydrate|aluminium potassium sulfate--water (1/12)|potassium aluminium sulfate dodecahydrate	CultureMech:000293; CultureMech:000263; CultureMech:000254
Nitrogen gas	521	CHEBI:17997			CHEBI:17997	CHEBI:17997	MAPPED	#N2|N#N|N(2)|N2|Nitrogen|Nitrogen (gas)|dinitrogen|molecular nitrogen	CultureMech:007513; CultureMech:007516; CultureMech:007519
EDTA	520	CHEBI:64755	60-00-4	CHEBI:64755	CHEBI:64755	CHEBI:64755	MAPPED	2,2',2'',2'''-(ethane-1,2-diyldiammonio)tetraacetate|2,2',2'',2'''-(ethane-1,2-diyldiazaniumyl)tetraacetate|EDTA(2-)	CultureMech:000285; CultureMech:000250; CultureMech:000243
Soy peptone	497				FOODON:03315720		MAPPED	Bacto Soytone|Peptone from soymeal|Phytone peptone|Phytone peptone (BD-BBL)|Soybean peptone|Soytone|Soytone (BD-Difco) or Phytone peptone (BD-BBL)|vegetable protein, hydrolyzed	CultureMech:000847; CultureMech:001140; CultureMech:003885
CaCl2	494	CHEBI:3312	10043-52-4	CHEBI:3312	CHEBI:3312	CHEBI:3312	MAPPED	CaCl2 × 2 H2O|CaCl2*2H2O|CaCl22H2O|calcium dichloride	CultureMech:000292; CultureMech:000257; CultureMech:000281
Pancreatic digest of casein	490				MICRO:0000182	MICRO:0000182	MAPPED	tryptone	CultureMech:008169; CultureMech:008377; CultureMech:003953
Dipotassium phosphate	466	CHEBI:131527	7758-11-4	CHEBI:131527	CHEBI:131527	CHEBI:131527	MAPPED	K2HPO4 x 3H2O|K2HPO4 · 3 H2O|K2HPO4.3H2O|K2HPO4x 3 H2O|K2HPO4·3H2O|K2HPO4・3H2O|dipotassium hydrogen phosphate	CultureMech:008169; CultureMech:008377; CultureMech:003953
Peptic digest of soybean meal	464		91079-46-8		FOODON:03315720	FOODON:03315720	MAPPED	vegetable protein, hydrolyzed	CultureMech:008169; CultureMech:008377; CultureMech:003953
MgSO4・7H2O	454	CHEBI:31795	10034-99-8		CHEBI:31795	CHEBI:31795	MAPPED	.MgSO4 x 7 H2O|MgSO 4 x 7 H2O|MgSO x 7 H2O|MgSO2 x 7 H2O|MgSO4.7H2O|MgSO4x7H2O|magnesium sulfate (1:1) heptahydrate|magnesium sulfate heptahydrate|magnesium sulfate--water (1/7)|magnesium sulphate heptahydrate|sulfuric acid magnesium salt heptahydrate	CultureMech:009437; CultureMech:009517; CultureMech:007519
Starch	450	CHEBI:28017	9005-25-8	CHEBI:28017	CHEBI:28017	CHEBI:28017	MAPPED	( soluble)|(soluble)|Amidon (starch)|Corn Starch|Rice starch|Soluble starch|Staerke|Starch soluble|amidon|amylum|degradation: starch	CultureMech:000284; CultureMech:000277; CultureMech:000273
MgCl2・6H2O	440	CHEBI:86345	7791-18-6		CHEBI:86345	CHEBI:86345	MAPPED	Chlorure de magnesium hydrate|Magnesium chloride hexahydrate|Magnesium chloride hydrate|MgCl2  x 6 H2O|MgCl2 . 6H2O|MgCl2 x 6 H2O (200 g/l stock solution)|MgCl2 · 6H2O|MgCl2.6H2O|MgCl2x 6H2O|MgCl2x6H2O|MgCl2·6 H2O|MgCl2·6H2O|MgCl2⋅6H2O|MgCl2・6H2O|magnesium dichloride hexahydrate|magnesium dichloride--water (1/6)	CultureMech:007513; CultureMech:007516; CultureMech:007526
Magnesium sulfate	433	CHEBI:32599	7487-88-9	CHEBI:32599	CHEBI:32599	CHEBI:32599	MAPPED	MgSO4 . 7H2O|MgSO4 . H2O|MgSO4 x 6H2O|MgSO4 x 7 H2O (0.1% w/v)|MgSO4 x 7 H2O (100 mM)|MgSO4 x 7 H2O solution (25%)|MgSO4 x 7 H2O to 15.0 g).|MgSO4 x 7H2O|MgSO4 x H2O|MgSO4 x7 H2O|MgSO4 x7H2O|MgSO4 · 7H2O|MgSO4 ·7H2O|magnesium sulfate	CultureMech:003541; CultureMech:003605; CultureMech:004003
Na-acetate	424	CHEBI:32954	127-09-3	CHEBI:32954	CHEBI:32954	CHEBI:32954	MAPPED	Sodium acetate・3H2O|anhydrous sodium acetate|sodium acetate|sodium acetate anhydrous	CultureMech:000263; CultureMech:000254; CultureMech:000269
MgSO4·7H2O	421	CHEBI:32599	7487-88-9	CHEBI:32599	CHEBI:32599	CHEBI:32599	MAPPED	MgSO4 . 7H2O|MgSO4 . H2O|MgSO4 x 6H2O|MgSO4 x 7 H2O (0.1% w/v)|MgSO4 x 7 H2O (100 mM)|MgSO4 x 7 H2O solution (25%)|MgSO4 x 7 H2O to 15.0 g).|MgSO4 x 7H2O|MgSO4 x H2O|MgSO4 x7 H2O|MgSO4 x7H2O|MgSO4 · 7H2O|MgSO4 ·7H2O|magnesium sulfate	CultureMech:015840; CultureMech:015863; CultureMech:008724
Yeast extract (BD-Difco)	416		8013-01-2		FOODON:03315426		MAPPED	Bacto Yeast  Extract (Difco)|Bacto Yeast Extract (Difco)|Bacto yeast extract|Bacto-yeast extract|Difco Bacto-yeast extract|Dried yeast extract S (Wako)|Fresh Baker's Yeast Extract|Liquid yeast extract (Flow)|Yeast Extract (BD 211928)|Yeast Extract (BD 212750)|Yeast Extract (BD, 212750)|Yeast Extract (Hardy C7340)|Yeast Extract(Difco)|Yeast extract (BBL)|Yeast extract (BD Bacto)|Yeast extract (BD--Difco)|Yeast extract (BD-BBL)|Yeast extract (BD-Difco)|Yeast extract (Difco or Oxoid)|Yeast extract (Difco)|Yeast extract (OXOID)|Yeast extract (Oxoid LP0021, BD 212750)|Yeast extract (Oxoid)|Yeast extract(Bacto, Difco)|Yeast extract(CAS: 8013-01-2)|Yeast extract(Oxoid)|yeast extract (BD Difco)|yeast extract (BD-Difco)|yeast extract (Difco)|yeast extract (Nacalai Tesque, Kyoto, Japan)	CultureMech:015840; CultureMech:010428; CultureMech:015835
KNO3	409	CHEBI:63043	7757-79-1		CHEBI:63043	CHEBI:63043	MAPPED	(enhances growth)|2,8-dibenzyl-6-(4-hydroxyphenyl)imidazo[1,2-a]pyrazin-3-yl sulfate|KNO|Kaliumnitrat|Nitrate of potash|Nitre|Nitric acid, potassium salt|Renilla luciferyl sulfate anion|Salt peter|potassium nitrate|saltpetre	CultureMech:000284; CultureMech:000612; CultureMech:002027
Trypticase peptone	406				MICRO:0000175		MAPPED	Tripticase peptone|Trypticase Peptone (BBL)|Trypticase Peptone (BD 211921)|Trypticase peptone (BD BBL)|Trypticase peptone (BD-BBL)	CultureMech:000263; CultureMech:000295; CultureMech:000254
Na2S2O3 x 5 H2O	403	CHEBI:32150	10102-17-7	CHEBI:32150	CHEBI:32150	CHEBI:32150	MAPPED	Sodium Thiosulfate Pentahydrate (agar media only,sterile)(Baker 3946)|sodium sulfurothioate--water (1/5)	CultureMech:000305; CultureMech:000244; CultureMech:000245
Casamino acids	395	CHEBI:78020	65072-00-6	CHEBI:78020	CHEBI:78020		MAPPED	( vitamin assay)|Casamino Acid|Casaminoacids|Casmino Acid|Casmino acids|carbocerate|heptacosanoate	CultureMech:000255; CultureMech:000264; CultureMech:000280
NaNO3	392	CHEBI:63005		CHEBI:63005	CHEBI:63005	CHEBI:63005	MAPPED	sodium nitrate|sodium trioxidonitrate(1-)	CultureMech:000299; CultureMech:000298; CultureMech:000275
CaCl2·2H2O	391	CHEBI:86158	10035-04-8	CHEBI:86158	CHEBI:86158	CHEBI:86158	MAPPED	CaCl 2 X 2 H2O|CaCl2  x 2 H2O|CaCl2 . 2H2O|CaCl2 x  2 H2O|CaCl2 x 2 H2O (0.1% w/v)|CaCl2 x 2 H2O (50 g/l stock solution)|CaCl2 x 2 H2O (5M)|CaCl2 x 2 H2O solution (7%)|CaCl2 x 2H2O|CaCl2 x2H2O|CaCl2 · 2H2O|CaCl2. 2H2O|CaCl2.2H2O|CaCl2x 2H2O|CaCl2x2H2O|CaCl2·2H2O|CaCl2•2H2O|CaCl2•2H2O (Sigma C-3881)|CaCl2•2H2O(CAS: 10035-04-8)|CaCl2•2H2O(Sigma C-3881)|Calcium chloride dihydrate|calcium chloride dihydrate|calcium chloride--water (1/2)	CultureMech:015840; CultureMech:015858; CultureMech:015860
Ammonium chloride	379	CHEBI:31206	12125-02-9	CHEBI:31206	CHEBI:31206	CHEBI:31206	MAPPED	(NH4)Cl|Ammonium Chloride|Ammoniumchlorid|NH4Cl(CAS: 12125-02-9)|NH4Cl(Fisher A 649-500)|NH4Cl2|[NH4]Cl|ammonium chloride|azanium chloride	CultureMech:001599; CultureMech:004776; CultureMech:005231
Sodium acetate	378	CHEBI:32954	127-09-3	CHEBI:32954	CHEBI:32954	CHEBI:32954	MAPPED	Sodium acetate・3H2O|anhydrous sodium acetate|sodium acetate|sodium acetate anhydrous	CultureMech:015858; CultureMech:015863; CultureMech:000287
Proteose peptone	351		91079-38-8		MICRO:0000180	MICRO:0000180	MAPPED	Bacto Proteose Peptone No. 3 (Difco)|Bacto Proteose Peptone No.3 (Difco)|Peptic digest of animal tissue|Proteose Peptone (Difco no. 3)|Proteose Peptone No. 3|Proteose Peptone(BD 211684)|Proteose peptone (BD Difco)|Proteose peptone (BD--Difco)|Proteose peptone (BD-Difco)|Proteose peptone (Difco)|Proteose peptone No 2 (DIFCO 0121-01-3)|Proteose peptone No. 3 (BD--Difco)|Proteose peptone No. 3 (BD-Difco)|Proteose peptone no. 2|Proteose peptone no. 3|Proteose peptone no.3 (Difco)	CultureMech:000058; CultureMech:000115; CultureMech:000116
Na2-EDTA	331	CHEBI:64734	7487-55-0	CHEBI:64734	CHEBI:64734	CHEBI:64734	MAPPED	EDTA disodium (anhydrous)|EDTA disodium salt (anhydrous)|Edetate disodium anhydrous|Na-EDTA x 2 H2O|Na2-EDTA·2H2O|disodium 2,2',2'',2'''-(ethane-1,2-diyldiammonio)tetraacetate	CultureMech:000264; CultureMech:000278; CultureMech:000272
FeCl3 x 6 H2O	323	CHEBI:86254	10025-77-1	CHEBI:86254	CHEBI:86254	CHEBI:86254	MAPPED	FeCl3.6H2O|FeCl3·6H2O|Ferric chloride hexahydrate|Iron (III) chloride hexahydrate|iron trichloride hexahydrate|trichloroiron--water (1/6)	CultureMech:000039; CultureMech:000057; CultureMech:000040
Bacto peptone	312				MICRO:0000178		MAPPED	Bacteriological peptone|Bacto Peptone (Difco)|Bacto peptone (BD--Difco)|Bacto peptone (BD-Difco)|Bacto-Peptone (BD)|Fish peptone|Fish peptone (Fluka)|Gelatin peptone|Meat peptone|Neopeptone|Neopeptone (BD-Difco)|Neopeptone (Difco Laboratories, Detroit, Ml)|Oxoid peptone|Peptone|Peptone (BBL 11910)|Peptone (BD BACTO)|Peptone (BD Bacto)|Peptone (BD--Difco)|Peptone (BD-Difco)|Peptone (Oxoid)|Peptone (meat)|Peptone from meat|Peptone from meat (pepsin-digested)|Peptone mixture|Peptone, Bacto (BD 211677)|Universal peptone|Universal peptone (Merck)|peptone	CultureMech:000253; CultureMech:002803; CultureMech:002537
Calcium chloride anhydrous	312	CHEBI:3312	10043-52-4	CHEBI:3312	CHEBI:3312	CHEBI:3312	MAPPED	CaCl2 × 2 H2O|CaCl2*2H2O|CaCl22H2O|calcium dichloride	CultureMech:006995; CultureMech:007317; CultureMech:007318
H2SO4	311	CHEBI:26836	7664-93-9	CHEBI:26836	CHEBI:26836	CHEBI:26836	MAPPED	(10 N)|Acide sulfurique|Acido sulfurico|Acidum sulfuricum|Schwefelsaeureloesungen|Sulfuric acid|[S(OH)2O2]|[SO2(OH)2]|dihydrogen tetraoxosulfate|dihydroxidodioxidosulfur|hydrogen tetraoxosulfate(2-)|hydrogen tetraoxosulfate(VI)|sulfuric acid|sulphuric acid|tetraoxosulfuric acid	CultureMech:003277; CultureMech:002208; CultureMech:003289
KBr	299	CHEBI:32030	7758-02-3	CHEBI:32030	CHEBI:32030	CHEBI:32030	MAPPED	K HPO|Kaliumbromid|Potassium Bromide|potassium bromide	CultureMech:000125; CultureMech:000126; CultureMech:000274
Sodium pyruvate	299	CHEBI:50144	113-24-6	CHEBI:50144	CHEBI:50144	CHEBI:50144	MAPPED	1 M Sodium pyruvate*|Na pyruvate|Natriumpyruvat|Pyruvic acid sodium salt|Sodium Pyruvate|pyruvic acid, sodium salt|sodium 2-oxopropanoate|sodium pyruvate	CultureMech:000298; CultureMech:000253; CultureMech:008724
Na-pyruvate	277	CHEBI:50144	113-24-6	CHEBI:50144	CHEBI:50144	CHEBI:50144	MAPPED	1 M Sodium pyruvate*|Na pyruvate|Natriumpyruvat|Pyruvic acid sodium salt|Sodium Pyruvate|pyruvic acid, sodium salt|sodium 2-oxopropanoate|sodium pyruvate	CultureMech:000283; CultureMech:001890; CultureMech:001052
Agar (if needed)	273						UNMAPPED		CultureMech:008637; CultureMech:008495; CultureMech:008659
NaF	260	CHEBI:28741	7681-49-4	CHEBI:28741	CHEBI:28741	CHEBI:28741	MAPPED	Sodium Fluoride|sodium fluoride	CultureMech:008341; CultureMech:003079; CultureMech:001226
Sodium Chloride	259	CHEBI:26710	7647-14-5	CHEBI:26710	CHEBI:26710	CHEBI:26710	MAPPED	(adjust if required in range 100-150)|(for Agar medium autoclave separately)|Kochsalz|NaCl (Fisher S271-500)|NaCl(Fisher S271-500)|Natriumchlorid|Sodium Chloride|chlorure de sodium|cloruro sodico|common salt|natrii chloridum|rock salt|salt|sodium chloride|table salt	CultureMech:004003; CultureMech:008791; CultureMech:008799
Dextrose	258	CHEBI:17234	50-99-7		CHEBI:17234	CHEBI:17234	MAPPED	(2R,3S,4R,5R)-2,3,4,5,6-pentahydroxyhexanal|D-GLUCOSE IN LINEAR FORM|DL-glucose|D­glucose|Glc|Glukose|aldehydo-D-gluco-hexose|fermentation: glucose|gluco-hexose|α-D-Glucose	CultureMech:008495; CultureMech:008659; CultureMech:002842
Na2MoO4·2H2O	257	CHEBI:75215	10102-40-6	CHEBI:75215	CHEBI:75215	CHEBI:75215	MAPPED	Na2MoO4 . 2H2O|Na2MoO4 . H2O|Na2MoO4 x 2 H2O (0.1% w/v)|Na2MoO4 x 2H2O|Na2MoO4 · 2H2O|Na2MoO4 · H2O|Na2MoO4 ⋅ 2H2O|Na2MoO4. 2H2O|Na2MoO4.H2O|Na2MoO4xH2O|Na2MoO4⋅2H2O|Na2MoO4・2H2O|sodium dioxido(dioxo)molybdenum|sodium molybdate (anhydrous)	CultureMech:008437; CultureMech:015836; CultureMech:015859
MgCl2	246	CHEBI:6636	12285-34-6	CHEBI:6636	CHEBI:6636	CHEBI:6636	MAPPED	Magnesium chloride anhydrous|MgCl2  x 7 H2O|MgCl2  x 76 H2O|MgCl2 X 6H2O|MgCl2 x 7 H2O|MgCl2 x 7H2O|MgCl2x7H2O|MgCl2 x 6H2O|magnesium dichloride	CultureMech:000257; CultureMech:001720; CultureMech:001708
Tween 80	244	CHEBI:53426	9005-65-6	CHEBI:53426	CHEBI:53426	CHEBI:53426	MAPPED	Glycol (polysorbate 80)|Polyethylene oxide sorbitan mono-oleate|Polyoxyethylene (20) sorbitan monooleate|Polyoxyethylene sorbitan monooleate|Polyoxyethylene sorbitan oleate|Polysorbate 80|polysorbate 80	CultureMech:000258; CultureMech:001668; CultureMech:002502
Sulfur	242	CHEBI:26833		CHEBI:26833	CHEBI:26833	CHEBI:26833	MAPPED	(for anaerobic media only)|(powdered)|(sterilized by steaming for 3 hours on 3 consecutive days)|16S|Schwefel|azufre|soufre|sulfur atom|theion	CultureMech:002907; CultureMech:002485; CultureMech:001786
Fe(III) citrate	240	CHEBI:144421	3522-50-7		CHEBI:144421	CHEBI:144421	MAPPED	Auryxia|Eisencitrat|Fe(3+)-citrate|Fe(NH3)citrate|Ferric citrate|Ferric iron citrate|Iron(III) citrate|KRX-0502|Zerenex|[2-hydroxypropane-1,2,3-tricarboxylato(3-)-kappa(3)O(1),O(2),O(3)]iron|iron(3+) 2-hydroxypropane-1,2,3-tricarboxylate|iron(III) citrate	CultureMech:000276; CultureMech:001226; CultureMech:003752
MnCl2·4H2O	239	CHEBI:86368	13446-34-9		CHEBI:86368	CHEBI:86368	MAPPED	Manganese (II) chloride tetrahydrate|Manganese chloride tetrahydrate|Manganese dichloride tetrahydrate|Manganous chloride tetrahydrate|MnCl2 . 4H2O|MnCl2 · 4H2O|MnCl2 × 4H2O|MnCl2 ∙ 4 H2O|MnCl2.4H2O|MnCl2∙4H2O|MnCl2⋅4H2O|MnCl2・4H2O|MnCl2･4H2O|MnCl4 x 4 H2O|dichloromanganese--water (1/4)|manganese(2+) chloride tetrahydrate|manganese(2+) chloride--water (1/4)|manganese(II) chloride tetrahydrate	CultureMech:015836; CultureMech:015838; CultureMech:015859
NaBr	237	CHEBI:63004	7647-15-6	CHEBI:63004	CHEBI:63004	CHEBI:63004	MAPPED	Bromide salt of sodium|Bromnatrium|Trisodium tribromide|sodium bromide	CultureMech:000252; CultureMech:000249; CultureMech:000301
CaCO3	234	CHEBI:3311	471-34-1	CHEBI:3311	CHEBI:3311	CHEBI:3311	MAPPED	(if required)|CaCO3(Fisher C 64)|CaCO3(optional) (Fisher C 64)|CaCO3(optional)(Fisher C 64)|Calcium Carbonate|Calciumcarbonat|E 170|Kalziumkarbonat|Optional ingredient|Precipitated calcium carbonate|calcium carbonate|calcium carbonate (1:1)|calcium trioxidocarbonate|carbonate de calcium|carbonato de calcio|carbonic acid calcium salt (1:1)|kohlensaurer Kalk	CultureMech:001890; CultureMech:009517; CultureMech:002818
Potassium dihydrogen phosphate	233	CHEBI:63036	7778-77-0	CHEBI:63036	CHEBI:63036	CHEBI:63036	MAPPED	(dibasic)|KH PO|KH2PO4(Sigma P 0662)|MKP|Monopotassium dihydrogen phosphate|Monopotassium monophosphate|Monopotassium orthophosphate|Monopotassium phosphate|Orthophosphoric acid, monopotassium salt|Phosphoric acid, monopotassium salt|Phosphoric acid, potassium salt (1:1)|Potassium Phosphate|Potassium acid phosphate|Potassium dihydrogen orthophosphate|Potassium dihydrogen phosphate|Potassium phosphate monobasic|Sorensen's potassium phosphate|potassium dihydrogen phosphate	CultureMech:006995; CultureMech:007032; CultureMech:007033
CoCl2·6H2O	232	CHEBI:35696	7646-79-9	CHEBI:35696	CHEBI:35696	CHEBI:35696	MAPPED	CoCl2 . 6H2O|CoCl2 x 2 H2O|CoCl2 x 4 H2O|CoCl2 x 6H2O|CoCl2 · 6H2O|CoCl2 × 6H2O|CoCl2 ∙ 6 H2O|CoCl2·6H2O|CoCl2∙6H2O|CoCl2⋅6H2O|CoCl2・6H2O|cobalt dichloride|cobalt(2+) chloride|cobalt(II) chloride	CultureMech:008437; CultureMech:015836; CultureMech:015859
Hydrogen gas	232	CHEBI:18276			CHEBI:18276	CHEBI:18276	MAPPED	E 949|E-949|E949|H(2)|H2|H2_CO2|H2_methanol|Hydrogen|Hydrogen (gas)|dihydrogen|molecular hydrogen	CultureMech:009318; CultureMech:007516; CultureMech:007552
Sea water	231				ENVO:00002149		MAPPED		CultureMech:002439; CultureMech:001226; CultureMech:001809
MgCl2·6H2O	227	CHEBI:86345	7791-18-6		CHEBI:86345	CHEBI:86345	MAPPED	Chlorure de magnesium hydrate|Magnesium chloride hexahydrate|Magnesium chloride hydrate|MgCl2  x 6 H2O|MgCl2 . 6H2O|MgCl2 x 6 H2O (200 g/l stock solution)|MgCl2 · 6H2O|MgCl2.6H2O|MgCl2x 6H2O|MgCl2x6H2O|MgCl2·6 H2O|MgCl2·6H2O|MgCl2⋅6H2O|MgCl2・6H2O|magnesium dichloride hexahydrate|magnesium dichloride--water (1/6)	CultureMech:015840; CultureMech:015858; CultureMech:015860
Na2HPO4 x 2 H2O	227	CHEBI:34683	7782-85-6	CHEBI:34683	CHEBI:34683	CHEBI:34683	MAPPED	Na2HPO4 . 12H2O|Na2HPO4 x 12 H2O|Na2HPO4 x 2 H2O|Na2HPO4 x 2H2O|Na2HPO4 x 3 H2O|Na2HPO4 x 6 H2O|Na2HPO4 x H2O|Na2HPO4 x2 H2O|Na2HPO4.12H2O|Na2HPO4.7H2O|Na2HPO4·12H2O|Na2HPO4•7H2O|disodium hydrogenphosphate	CultureMech:000248; CultureMech:000880; CultureMech:002027
D(+)-Glucose	227	CHEBI:17634	50-99-7		CHEBI:17634	CHEBI:17634	MAPPED	D(+)-Glucose|D-(+)-glucose|D-gluco-hexose|Traubenzucker	CultureMech:004575; CultureMech:005268; CultureMech:005269
Potassium dibasic phosphate	223	CHEBI:131527	7758-11-4	CHEBI:131527	CHEBI:131527	CHEBI:131527	MAPPED	K2HPO4 x 3H2O|K2HPO4 · 3 H2O|K2HPO4.3H2O|K2HPO4x 3 H2O|K2HPO4·3H2O|K2HPO4・3H2O|dipotassium hydrogen phosphate	CultureMech:007196; CultureMech:007289; CultureMech:007420
D-(+)-biotin	222	CHEBI:15956	58-85-5	CHEBI:15956	CHEBI:15956	CHEBI:15956	MAPPED	(+)-cis-Hexahydro-2-oxo-1H-thieno[3,4]imidazole-4-valeric acid|(3aS,4S,6aR)-Hexahydro-2-oxo-1H-thieno[3,4-d]imidazole-4-valeric acid|(alternative)|5-(2-oxohexahydro-1H-thieno[3,4-d]imidazol-4-yl)pentanoic acid|5-[(3aS,4S,6aR)-2-oxohexahydro-1H-thieno[3,4-d]imidazol-4-yl]pentanoic acid|Biotin (Vitamin B7)|Biotine|Coenzyme R|D(+)-Biotin|D-(+)-biotin|D-Biotin|Vitamin H|biotina|biotinum|cis-(+)-Tetrahydro-2-oxothieno[3,4]imidazoline-4-valeric acid|cis-Hexahydro-2-oxo-1H-thieno(3,4)imidazole-4-valeric acid|cis-Tetrahydro-2-oxothieno(3,4-d)imidazoline-4-valeric acid|vitamin B7	CultureMech:000244; CultureMech:000245; CultureMech:004770
